"isrc";"artist_id";"streams";"weeks_in_charts";"n_regions";"danceability";"energy";"speechiness";"instrumentalness";"liveness";"valence";"tempo";"song_length";"song_age";"explicit";"n_playlists";"sp_popularity";"youtube_views";"tiktok_counts";"ins_followers_artist";"monthly_listeners_artist";"playlist_total_reach_artist";"sp_fans_artist";"shazam_counts";"artistName";"trackName";"release_date";"genre";"label";"top10";"expert_rating"
"BRRGE1603547";3679;11944813;141;1;50,9;80,3;4;0,05;46,3;65,1;166,018;3,11865;228,285714285714;0;450;51;145030723;9740;29613108;4133393;24286416;3308630;73100;"Luan Santana";"Eu, Você, O Mar e Ela";"2016-06-20";"other";"Independent";1;"excellent"
"USUM71808193";5239;8934097;51;21;35,3;75,5;73,3;0;39;43,7;191,153;3,228;144,285714285714;0;768;54;13188411;358700;3693566;18367363;143384531;465412;588550;"Alessia Cara";"Growing Pains";"2018-06-14";"Pop";"Universal Music";0;"good"
"ES5701800181";776407;38835;1;1;68,3;67,6;14,7;0;7,26;43,4;98,992;3,01555;112,285714285714;0;48;32;6116639;0;623778;888273;4846378;23846;0;"Ana Guerra";"El Remedio";"2018-04-26";"Pop";"Universal Music";0;"good"
"ITRSE2000050";433730;46766;1;1;70,4;56,8;26,8;0,000253;8,91;49,5;91,007;3,45341666666667;50,7142857142857;0;6;44;0;13;81601;143761;156521;1294;0;"Claver Gold feat. Murubutu";"Ulisse";"2020-03-31";"HipHop/Rap";"Independent";0;"poor"
"QZJ842000061";526471;2930573;7;4;84,2;57,8;13,8;0;22,8;19;74,496;3,94631666666667;58,2857142857143;0;475;52;0;515;11962358;15551876;90841884;380204;55482;"Trippie Redd feat. Young Thug";"YELL OH";"2020-02-07";"HipHop/Rap";"Universal Music";0;"excellent"
"USIR20400274";1939;72199738;226;8;35,2;91,1;7,47;0;9,95;23,6;148,033;3,71621666666667;876,714285714286;0;20591;81;20216069;67300;1169284;16224250;80408253;1651866;5281161;"The Killers";"Mr. Brightside";"2004-06-07";"Rock";"Universal Music";1;"fair"
"ITUM72000284";210184;1041694;13;1;73;69,6;35,5;0;32,1;58,4;172,04;3,06976666666667;38,4285714285714;0;6;44;0;0;1948850;2683086;7332603;214001;0;"Guè Pequeno";"Mercy On Me (In Sbatti)";"2020-06-25";"HipHop/Rap";"Universal Music";0;"poor"
"SEYQH1300908";212546;44363;1;1;55,6;24,5;3,05;0;9,21;27,6;104,81;3,94533333333333;363,714285714286;0;105;8;0;0;39381;1318874;24302331;10742;0;"Agnes";"Hanna från Arlöv";"2013-01-01";"Pop";"Independent";0;"good"
"KRA301800535";4938;2328350;64;5;71,9;85;3,17;0,02;11,4;36,7;150,059;3,14643333333333;120,571428571429;1;547;59;0;653;9751080;4828847;8914977;435457;39055;"Red Velvet";"RBB (Really Bad Boy)";"2018-11-30";"Pop";"Independent";0;"good"
"BREMI0501111";119985;335206;7;1;34,6;43,3;6,5;0;10,1;76,8;77,963;2,42445;846,142857142857;0;688;68;16595398;3807;343;3088232;8885252;1897685;0;"Charlie Brown Jr.";"Dias De Luta, Dias De Gloria";"2005-01-01";"Pop";"Universal Music";0;"excellent"
"NLG661800233";654613;361668;12;1;82;51,8;33,8;0;8,91;74,6;75,987;2,44736666666667;162,285714285714;0;23;24;0;0;193680;165787;323284;2339;0;"Jacin Trill feat. Bokoesam";"Gouden Koets";"2018-02-09";"HipHop/Rap";"Universal Music";0;"excellent"
"USUM71510716";4904;283424;8;7;61,9;76,2;6,92;0;12,2;32,4;122,916;3,64578333333333;244,285714285714;0;8388;25;288539258;4616;13583019;13582562;90921616;305337;2431018;"Hailee Steinfeld";"Love Myself";"2015-08-07";"Pop";"Universal Music";0;"excellent"
"USUG10700436";120819;72598;5;1;77,1;76,9;10,5;0,01;8,04;59,8;88,001;5,06133333333333;741,857142857143;0;809;68;84146091;677;4781602;3466005;41531562;397587;184336;"Zion";"Zun Da Da";"2007-06-18";"R&B";"Universal Music";0;"good"
"USUM71822243";198575;4552;1;1;44,2;46,3;24,7;0;25,6;22,9;87,213;2,93688333333333;117,285714285714;0;238;47;0;0;2251755;27499292;176690983;226576;12102;"6LACK";"Been A While";"2018-12-21";"R&B";"Universal Music";0;"good"
"NLG662100081";5485;33155;1;1;70,7;52,3;22,8;0;25,2;60,5;103,515;2,67768333333333;3,42857142857143;0;6;52;0;1;210406;1286118;4932935;253746;404;"Broederliefde";"Straat";"2021-02-25";"HipHop/Rap";"Universal Music";0;"fair"
"BRWRT1700060";5006;777498;17;1;59,8;95;10;0;66,4;64,2;174,057;2,98333333333333;191,285714285714;0;86;47;0;278;32429534;8399039;53574055;2867245;20281;"Wesley Safadão";"Laranjinha - Ao Vivo";"2017-07-21";"other";"Independent";0;"good"
"PHU010710025";206791;1479905;65;1;33,5;57,1;2,43;0;13,7;45,4;93,572;5,65088333333333;720,285714285714;0;152;61;18963993;2955;128438;1154331;7361179;76504;5875;"Silent Sanctuary";"Kundiman";"2009-12-21";"Pop";"Independent";0;"fair"
"ES6081942801";1999;73419;2;1;79,2;76,4;25,4;0;9,56;53,1;134,996;3,41851666666667;66,2857142857143;0;81;57;11224714;448;259098;770508;1249496;56494;9167;"SFDK";"Un Pobre Con Dinero";"2019-12-12";"Pop";"Independent";0;"masterpiece"
"NO9MC1802010";126003;400161;26;1;62,9;69,9;3,67;0;6,94;42,6;114,067;3,11928333333333;149,285714285714;0;27;17;0;0;104649;40773;344545;5168;0;"The Main Level";"All Over";"2018-03-08";"Pop";"Independent";0;"good"
"ATR211823101";217550;159932;22;1;76,1;95,6;2,83;0;31,6;97,3;133,989;3,07123333333333;138,285714285714;0;0;0;0;0;0;68373;347385;778;0;"POWERKRYNER";"Bin Blau (Da Ba Dee)";"2018-07-27";"Pop";"Independent";0;"fair"
"TWA471603010";214095;29771;10;1;54,8;37,3;3,01;0,000289;10,7;24,7;114,819;4,58266666666667;251,285714285714;0;19;31;0;0;55474;512003;1956019;51;4459;"Eve Ai";"愛是這樣";"2016-05-27";"Pop";"Sony Music";0;"poor"
"DEA621801609";2777;103510;1;2;56;73,4;6,35;0,01;17;19,1;76,042;3,05666666666667;119,285714285714;0;24;35;267819;0;0;1348310;3430707;976815;0;"Kollegah";"La Vida Koka";"2018-12-07";"HipHop/Rap";"Warner Music";0;"excellent"
"USAT21801430";200408;15986514;35;6;62;62,5;55,3;0;31,4;66,5;167,911;4,7476;154,285714285714;0;1228;59;0;1315;86023658;41468551;349551813;1329498;263527;"Cardi B feat. Chance the Rapper";"Best Life (feat. Chance The Rapper)";"2018-04-06";"HipHop/Rap";"Warner Music";1;"good"
"SE6I31957653";1652871;10351676;173;1;79,1;43,9;17;0;22,5;53,2;131,963;3,18181666666667;75,2857142857143;0;223;26;0;0;0;291695;981961;216;6173;"Einár feat. Dizzy";"Härifrån";"2019-10-10";"Pop";"Independent";0;"excellent"
"HKG291700034";205692;506891;24;1;46,1;29,3;4,96;0;11,8;41,5;153,521;4,36641666666667;212,285714285714;1;57;54;0;0;7100;939013;7904932;1077;0;"Chlara";"Say You Won’t Let Go";"2017-02-27";"Pop";"Independent";0;"excellent"
"USUG11900432";4031;368137;1;1;61,7;77,9;28,7;0;11,7;88,7;83,332;3,76333333333333;107,285714285714;0;365;44;869485;0;9558488;11494462;114594818;1108213;24313;"2 Chainz";"Threat 2 Society";"2019-03-01";"HipHop/Rap";"Universal Music";0;"good"
"USUM70905541";3188;209865;1;1;82,5;83,2;4,03;0,08;11,4;71,3;122,021;3,67711666666667;637,428571428572;0;8082;68;400463302;10200;46775258;41301332;222622597;6223307;1715334;"Lady Gaga feat. Beyoncé";"Telephone";"2009-01-01";"Pop";"Universal Music";0;"excellent"
"ITUM72000585";298857;111477;2;1;68,2;74,1;4,21;0,01;26,6;15;120,002;3,11875;22,4285714285714;0;23;47;0;0;219673;760899;1657571;11432;0;"Mecna";"Ho Guardato Un'Altra";"2020-06-02";"HipHop/Rap";"Universal Music";0;"good"
"FR9W11706695";432879;6080444;120;3;75,3;71,8;13,1;0;10,7;65,1;160,055;3,63045;200,285714285714;0;87;47;0;0;4421020;1065151;1515712;244302;0;"Mister V feat. Hayce Lemsi feat. Volts Face";"Space Jam";"2017-05-18";"Pop";"Independent";0;"fair"
"NLG661700474";207404;1517409;40;2;89,5;56,3;28,7;0,000417;42,1;61,6;108,998;4,80395;195,285714285714;0;89;41;0;0;1731210;2312328;8497422;241362;0;"Lil Kleine feat. Hef";"Batterij";"2017-06-22";"HipHop/Rap";"Universal Music";0;"excellent"
"TWCC32009592";108797;439171;28;1;77,2;79,4;8,85;0,89;7,4;46,7;96,028;3,93718333333333;15,2857142857143;0;10;46;0;0;513989;374488;699919;1073;0;"Kimberley Chen feat. 瘦子E.SO";"郵票";"2020-12-04";"Pop";"Independent";0;"good"
"PLV401700003";111235;554792;92;1;54,1;67,2;11,3;0;11,2;14,6;120,061;3,27051666666667;197,571428571429;0;24;40;10499062;2;1071995;1264969;1676276;30431;4283;"Quebonafide feat. Solar feat. Wac Toja";"Arabska noc";"2017-05-09";"Pop";"Independent";0;"good"
"USUYG1107545";198575;236069;1;2;78,2;56,6;25,7;0;22,1;5,68;156,012;3,53266666666667;226,285714285714;0;5174;68;463437;14200;2251755;27499292;176690983;226576;538869;"6LACK";"Ex Calling";"2016-07-24";"R&B";"Universal Music";0;"good"
"NOXMW2001011";175569;457774;36;1;61,3;57,7;6,08;0;34,3;64,1;96,943;2,92288333333333;62,2857142857143;0;91;51;0;0;35686;616399;1356156;134;9234;"Amanda Delara";"Nå er det oss";"2020-01-09";"Pop";"Independent";0;"excellent"
"USSD11800192";1784;90809273;161;6;83,6;79,9;8,73;0;9,2;77,2;94,033;3,62755;146,285714285714;0;1620;70;1227125176;53100;17218069;7849284;53549934;1208751;0;"Thalía feat. Natti Natasha";"No Me Acuerdo";"2018-05-31";"other";"Sony Music";1;"fair"
"USSM10018228";32;47468;1;1;19,7;18;3,45;0,02;17,6;18,6;86,161;2,98778333333333;3798,71428571429;0;557;40;0;44;358181;10274006;46075618;1824828;0;"Frank Sinatra";"Christmas Dreaming";"1994-08-23";"Pop";"Sony Music";0;"good"
"SEBGA2000777";4761;7372366;144;16;68,1;77,3;14,8;0,000128;11;42,9;119,961;3,3168;26,2857142857143;0;979;74;0;3249;4026699;28827301;202701556;1910500;651050;"Kygo feat. Donna Summer";"Hot Stuff";"2020-09-18";"Electro/Dance";"Sony Music";0;"fair"
"GBSMU3835285";215613;253943;10;1;78,8;77,5;29,6;0;8,32;64,1;116,465;3,76753333333333;193,285714285714;1;28;36;5973623;0;303916;318244;1614775;3981;0;"Kosso feat. Lijpe";"Laat Mij";"2017-07-06";"Pop";"Independent";0;"excellent"
"TCAFA2004853";3590205;103934;3;1;53,9;76,3;18,9;0;17,6;54,7;179,686;2,91893333333333;34,2857142857143;1;6;40;0;39;0;144789;316854;250;0;"Selma Omari";"Cazador";"2020-07-23";"Pop";"Independent";0;"fair"
"USUM72003263";99401;696233;2;1;31,7;61,9;25,2;0;61,2;35,2;77,597;2,90555;54,2857142857143;0;104;52;0;67;12400522;11110884;91478579;1048595;11075;"Jhené Aiko feat. Ab-Soul";"One Way St. (feat. Ab-Soul)";"2020-03-05";"R&B";"Universal Music";0;"good"
"QZMZ92049601";828090;5438986;135;1;76,4;42,5;9,84;0;6,47;96,5;84,927;1,90636666666667;28,2857142857143;0;47;65;0;1256;70157;2276303;8667542;4574;0;"The La Planta";"El Cielo a un Diablo";"2020-09-09";"Pop";"Independent";0;"fair"
"FIK3E2000390";2219;42275;4;1;69,1;69,7;7,21;0;29,1;46,1;113,999;3,89911666666667;18,2857142857143;0;5;35;0;0;239179;348009;1166586;28581;0;"Elastinen";"Kuolleesta Kulmasta";"2020-11-13";"HipHop/Rap";"Universal Music";0;"good"
"DEYD21901001";786455;2833765;24;2;82,7;67,1;3,94;0,07;6,94;66,8;102,003;2,71991666666667;86,2857142857143;0;41;43;0;8962;2697955;1390035;2448313;41340;0;"Katja Krasavice";"GUCCI GIRL";"2019-07-26";"HipHop/Rap";"Warner Music";0;"fair"
"ITB001900391";27397;79179806;569;1;75,4;72,5;6,61;0;19,2;27,1;120,002;3,46888333333333;81,2857142857143;0;334;67;112472010;79300;1222651;4212997;21807632;158075;775189;"Rocco Hunt feat. J-AX feat. Boomdabash";"Ti volevo dedicare (feat. J-AX & Boomdabash)";"2019-08-30";"HipHop/Rap";"Sony Music";1;"good"
"QM2PV1866487";169323;4281665;161;1;67,7;79,1;5,79;0;41;59,2;125,898;4,6074;131,285714285714;0;31;52;0;663;798758;1627538;2074315;527510;45676;"Gazapizm";"Ölüler Dirilerden Çalacak";"2018-09-19";"Pop";"Independent";0;"good"
"DK4YA1822201";1118313;11539;1;1;69,8;57,1;8,84;0,000124;8,09;57,3;149,967;2,94781666666667;119,285714285714;0;4;10;0;0;0;1420;16335;2;0;"ZUZ";"Vent Lige";"2018-12-07";"HipHop/Rap";"Sony Music";0;"fair"
"ITDF41900031";210170;3160489;29;1;82,1;52,7;6,08;0,000241;20,1;29,3;101,045;3,09333333333333;78,4285714285714;0;10;46;1009129;0;1478132;2020546;4302132;117193;0;"Gemitaiz feat. MadMan";"Californication";"2019-09-20";"HipHop/Rap";"Universal Music";0;"excellent"
"USSD11400352";109;864830;43;5;72,5;90,3;6,58;0;18,3;94,6;142,006;3,528;318,714285714286;0;3242;29;1203693606;19700;14980543;11780069;88853625;1855716;3029622;"Ricky Martin feat. Yotuel";"La Mordidita";"2015-02-09";"Pop";"Sony Music";0;"good"
"USUG11801984";491984;255665;1;1;62,9;60,8;7,71;0;8,74;41,3;103,021;3,69821666666667;124,285714285714;0;396;58;0;4;5283665;2017713;8383562;105433;52394;"Takeoff";"Infatuation";"2018-11-02";"HipHop/Rap";"Universal Music";0;"fair"
"BXG6R2100024";234799;185043;2;1;86,5;81,7;9,2;0,07;19,4;41,2;129,586;2,52306666666667;9,14285714285714;0;141;67;0;6697;0;1005117;2602799;67581;0;"Mc Kitinho feat. MC Luiggi feat. Mc Yago";"Até Na Transa Você Não Larga o Lança";"2021-01-16";"other";"Independent";0;"good"
"ITUM71900865";717975;281380;5;1;66,8;48,9;20,4;0,000243;10,8;52,4;140,148;3,00888333333333;79,5714285714286;0;4;38;0;0;452699;818750;3706305;14992;0;"MamboLosco feat. Nashley";"Sugo (feat. Nashley)";"2019-09-11";"HipHop/Rap";"Universal Music";0;"good"
"UKKY82000127";210263;9903;1;1;40,9;87,7;6,02;0;22,2;40,3;177,928;3,46701666666667;30,2857142857143;1;59;59;0;28;170134;1891300;7698613;408956;0;"Apocalyptica feat. Lzzy Hale";"Talk To Me (feat. Lzzy Hale)";"2020-08-20";"Rock";"Warner Music";0;"fair"
"USWL11900162";206679;33226976;181;6;82,6;71,3;12,9;0;33,1;75;102,071;3,77898333333333;94,2857142857143;0;637;62;43246183;919;5332013;2699861;16182947;432359;275014;"Reykon feat. Maluma";"Latina (feat. Maluma)";"2019-05-31";"other";"Warner Music";1;"good"
"ITDF62077134";812314;55439;1;1;39,8;83,7;29;0;13,3;68,5;77,114;2,71428333333333;21,4285714285714;0;3;44;0;0;232263;819764;1375154;2557;0;"Samurai Jay feat. Dat Boi Dee";"Lacrime";"2020-10-22";"HipHop/Rap";"Universal Music";0;"excellent"
"PTNW11600063";116674;2759;1;1;42,4;81,5;2,82;3,32;91,3;14,2;89,87;4,25378333333333;231,285714285714;0;2;19;0;0;57547;132943;272836;65264;0;"Xutos & Pontapés";"Circo de Feras - Ao Vivo";"2016-10-07";"Pop";"Sony Music";0;"excellent"
"SEUM72001283";1633415;30564;1;1;63,4;77,2;3,94;0;9,63;45,1;85,005;2,8475;20,2857142857143;0;19;40;0;0;9141;288317;1506029;24;0;"Alex Järvi";"Du dansar så vackert - bonus track";"2020-10-30";"Pop";"Universal Music";0;"excellent"
"SEBGA1701028";292044;3701370;94;1;66,7;73,8;25;0;10,8;49,1;108,237;3,41088333333333;166,285714285714;0;196;37;235233;0;59491;321952;935548;528;7438;"Lamix";"Ankare";"2017-12-18";"HipHop/Rap";"Sony Music";0;"excellent"
"DEA621800170";215390;530936;7;2;69,2;67,8;13,6;0;10,9;14,5;114,994;3,13376666666667;163,285714285714;0;70;31;3046935;36;472461;4521233;20488941;177455;0;"Bausa feat. Capital Bra";"Unterwegs (feat. Capital Bra)";"2018-02-02";"HipHop/Rap";"Warner Music";0;"good"
"FR2MX2000290";3011;379794;7;1;67,4;53,3;6,38;0;10,4;29,5;144,741;3,79548333333333;14,4285714285714;0;46;59;13061826;2191;1753729;1450169;4508350;1131740;21160;"Alonzo feat. Imen Es";"Dernière fois";"2020-12-10";"HipHop/Rap";"Universal Music";0;"good"
"ITG472000001";481315;505666;8;1;70;86,4;4,3;0;21,1;39;125,005;3,75545;58,4285714285714;0;6;34;0;0;17256;211682;575384;17412;29429;"Michele Zarrillo";"Nell'estasi o nel fango";"2020-02-06";"Pop";"Independent";0;"good"
"NLZ541801239";205656;3246;1;1;71,2;78,5;3,33;0,00098;37,9;57,8;126;3,00793333333333;127,285714285714;1;51;25;0;0;0;175341;1708343;416;0;"Ku De Ta feat. Joe Stone feat. Sylvia Mwenze";"What You Do (feat. Sylvia Mwenze)";"2018-10-12";"Electro/Dance";"Warner Music";0;"poor"
"MX3601600027";1997;260822;3;1;66,3;80,2;24,6;0;16,6;67,9;177,842;3,754;226,285714285714;0;570;71;177873902;1044;1802646;4369645;6104893;1405689;76330;"Cartel De Santa";"Leve";"2016-11-18";"German Folk";"Sony Music";0;"excellent"
"NLF712011458";1408;2768770;93;3;66,5;64,5;13,5;0;11,4;73,2;93,86;2,59111666666667;19,2857142857143;0;273;65;0;187400;3256790;12118778;95063798;1523034;75355;"Armin van Buuren feat. Duncan Laurence";"Feel Something (feat. Duncan Laurence)";"2020-11-06";"Pop";"Universal Music";0;"good"
"IT0311900171";800921;5692442;238;1;82,5;69,2;6,26;0,1;8,61;60,2;123,985;3,46368333333333;67,2857142857143;1;130;31;15357950;0;47807;633906;7114561;1404;687521;"Shanguy";"Désolée (Paris/Paname)";"2019-12-06";"Electro/Dance";"Universal Music";0;"excellent"
"MXUM71502000";5375;15357064;390;3;39,3;41,8;2,69;0,01;10,8;34,6;175,548;4,03133333333333;291,285714285714;0;836;64;153576262;171;3324872;5478079;26917393;373672;203094;"Mon Laferte";"Amor Completo";"2015-07-31";"Rock";"Universal Music";1;"good"
"SE2VK1800301";202720;15724;1;1;48,8;52,8;6,45;0;21,7;17,3;102,315;2,77285;143,285714285714;0;72;38;11491832;0;240156;1515564;9884659;162054;459393;"Mohombi";"Mr Loverman";"2018-06-22";"Pop";"Independent";0;"excellent"
"GBMA21863195";4257;76302285;193;6;89,7;52,2;37,4;0;5,54;62,3;149,986;3,7654;86,2857142857143;0;1804;69;26153425;1800000;12562268;9464531;158557550;134417;826458;"Chance the Rapper feat. MadeinTYO feat. DaBaby";"Hot Shower";"2019-07-26";"HipHop/Rap";"Independent";1;"good"
"FIUM71700035";5198;11006;1;1;49,8;30,2;3,13;0,66;18,2;44,7;139,513;4,09113333333333;215,285714285714;0;12;17;0;0;303368;29602;318057;717;1119;"SAARA";"Permission To Love";"2017-02-02";"Pop";"Universal Music";0;"fair"
"ITL010600381";212541;40253;1;2;63,7;92,8;5,02;0,49;6,27;26,7;128,064;2,99845;689,714285714286;1;1107;18;0;0;12473;2202883;17126266;51403;0;"Alex Gaudino feat. Crystal Waters";"Destination Calabria - Radio Edit";"2007-05-18";"Electro/Dance";"Independent";0;"excellent"
"USUR10300765";1774;16720;1;1;66,2;74,8;26,8;0,000843;8,41;53,5;82,331;3,98378333333333;950,571428571429;0;8529;46;1188052;4024;446669;3979036;12553361;52763;3497042;"Baby Bash feat. Frankie J";"Suga Suga";"2003-01-01";"R&B";"Universal Music";0;"fair"
"NO25S1800170";156598;24534;1;1;58,7;69,6;22,6;0;15;59,5;78,416;3,0809;145,285714285714;0;35;21;0;0;0;296192;1097933;3773;0;"Admiral P";"So Sweet";"2018-06-08";"Reggae";"Independent";0;"excellent"
"USAR10200229";1316;56078;1;1;48,7;90;4,82;0;35,8;48,4;149,937;3,4;980,714285714286;0;6691;12;195995867;20700;8685122;14533731;77697059;4866243;0;"Avril Lavigne";"Sk8er Boi";"2002-09-09";"Rock";"Sony Music";0;"fair"
"ES71G1908136";30949;138160;28;1;73,1;65,8;24,2;0;36,3;89,6;96,956;3,18683333333333;107,285714285714;1;14;31;0;0;139871;105731;357910;13211;42382;"Jimmy P feat. Carolina Deslandes";"Contigo";"2019-03-01";"Pop";"Independent";0;"excellent"
"NLR1T1700058";213177;546681;18;1;59,9;98;9,81;0;36,2;65,7;150,08;3,17333333333333;172,285714285714;0;121;43;0;159;182;1844571;5555869;27696;16264;"Jebroer feat. Anita Doth";"Marathon";"2017-11-30";"Electro/Dance";"Independent";0;"excellent"
"ITUM71901073";70324;75417;1;1;59,2;59,1;10,5;0,45;68,9;18,6;136,052;4,132;69,2857142857143;0;2;30;731952;0;111;2573184;9371465;346781;0;"Tiziano Ferro";"Vai Ad Amarti";"2019-11-22";"Pop";"Universal Music";0;"good"
"USUG11802131";1465;711191;1;2;60,3;45,7;29,7;0;9,05;45,8;73,724;4,04953333333333;129,428571428571;0;18;31;0;0;13233134;22062050;216883158;5010001;0;"Lil Wayne feat. Nicki Minaj";"Dark Side Of The Moon (feat. Nicki Minaj)";"2020-09-24";"HipHop/Rap";"Universal Music";0;"fair"
"ITDF61777051";231074;43235;2;1;67,5;65,3;40,4;0,000456;11;33,9;177,134;3,536;176,285714285714;0;8;42;0;0;657489;2649758;8606897;16887;0;"Ernia";"Noia";"2017-11-03";"HipHop/Rap";"Universal Music";0;"fair"
"FRUM71702332";657478;1415250;52;1;62,1;59,6;39;0;9,73;47,6;80,387;4,17666666666667;159,285714285714;0;97;53;1713;2;207455;801386;1699828;183262;306184;"Eddy de Pretto";"Random";"2018-01-19";"other";"Universal Music";0;"good"
"NOAJR1900027";207827;12999650;476;1;64;86,4;5,1;0;33;61,6;93,835;2,80851666666667;94,2857142857143;0;320;53;0;11100;52871;509517;2099412;1252;26204;"Morgan Sulele feat. OnklP";"Helt Ærlig";"2019-05-31";"Pop";"Sony Music";1;"fair"
"GBENL1701952";4292;29117;7;1;57,7;56,2;11,3;0,87;11,6;14,1;196,04;4,628;181,285714285714;1;37;38;114420;0;123146;473269;3382229;46134;9102;"Oscar and the Wolf";"Susato";"2017-09-28";"Pop";"Independent";0;"poor"
"PLS282000108";188414;325872;10;1;79,5;71,1;19,8;0;12;29,4;124,996;3,264;32,5714285714286;0;1;44;2836321;0;43;858068;569581;7013;0;"Bialas";"Nowa Legenda";"2020-08-05";"Pop";"Independent";0;"good"
"COF019401156";217175;78173;5;1;85;81,2;10,5;19,2;14,3;98,7;98,934;3,1562;456,571428571429;0;38;35;934101;0;0;124218;1349997;14003;0;"Los Corraleros De Majagual";"Hace un Mes";"2006-06-20";"Pop";"Independent";0;"fair"
"FIBAR2000095";298858;156145;22;1;59,7;60,7;5,42;0,01;8,54;47,5;155,085;3,28203333333333;21,2857142857143;0;22;44;0;0;4394;108490;344867;1574;2787;"Pihlaja feat. costee";"Picasso (feat. costee)";"2020-06-12";"Pop";"Sony Music";0;"good"
"PLC592000024";3529396;600029;14;5;45,1;29,1;3,6;0;9,83;15,8;81,326;2,96578333333333;57,2857142857143;1;228;68;35746619;752;11928241;1556508;4250584;18759;1847006;"Michele Morrone";"Hard For Me";"2020-02-13";"Pop";"Universal Music";0;"excellent"
"GBSMU3452880";823120;29793;1;1;73,1;87,1;5,77;0,000834;13,8;80,4;101,981;3,7313;167,857142857143;1;15;47;0;0;0;125910;182292;187;0;"Ojos de Luna";"Me Vas a Extrañar";"2017-08-31";"Pop";"Independent";0;"fair"
"USA2P2024263";1121094;400302;5;1;76,2;66,7;13,8;0;11,5;52,7;129,075;2,46523333333333;38,2857142857143;0;82;65;0;0;2494344;5992361;25845546;466482;76005;"Natanael Cano feat. RobGz feat. Ovi";"Yo Vengo De Barrio";"2020-06-26";"other";"Independent";0;"excellent"
"DEHK91791681";215566;627403;35;7;68,3;64,1;4,5;0;32,2;51,7;142,069;3,032;180,285714285714;1;255;37;1507269;0;79660;3720704;17923730;43186;20859;"ItaloBrothers";"Sorry";"2017-10-05";"Electro/Dance";"Sony Music";0;"fair"
"USUG10400534";212517;1097799;5;6;44;83,8;4,23;0;47,3;61,9;138,908;4,22711666666667;16,2857142857143;0;1121;47;1795843;1502;302286;6127323;42470889;146412;213884;"Tom Petty and the Heartbreakers";"Christmas All Over Again";"1992-10-20";"other";"Universal Music";0;"excellent"
"ES5702001679";776401;19250374;233;5;62,1;91,8;5,52;0;13;83,4;151,988;3,41718333333333;33,4285714285714;0;302;72;27349283;6523;2610214;6657260;37042370;171299;143695;"Aitana feat. Morat";"Más De Lo Que Aposté";"2020-07-30";"Pop";"Universal Music";1;"excellent"
"FIAKQ1500003";217878;574433;90;1;61,5;48,2;2,31;0,06;11;34;99,901;4,04028333333333;253,285714285714;0;81;42;23234;0;20346;99315;266827;608;4968;"Mikko Harju";"Mä olen tässä";"2015-10-30";"Pop";"Warner Music";0;"excellent"
"SEUM72001084";476071;93489;3;1;58,7;73,9;3,34;0;12;77,4;133,957;4,23778333333333;22,2857142857143;0;21;24;0;0;0;258429;1424712;201;0;"Jakob Hellman";"När jag går in nånstans och känner mig utanför";"2020-10-16";"Pop";"Universal Music";0;"excellent"
"ITB002100102";1113837;5609028;18;1;54,8;91,9;19;0;9,84;38,5;165,942;2,81968333333333;2,57142857142857;0;145;75;0;0;243669;1825215;4829640;7767;41125;"Fasma feat. GG";"Parlami";"2021-03-03";"HipHop/Rap";"Sony Music";0;"excellent"
"SENAA1701201";492468;68743;3;1;34,6;97,6;9,98;0;27,1;40,1;133,817;3,45133333333333;202,285714285714;0;30;21;0;0;7034;8032;25569;87;0;"Henrik Berggren";"Hold on to Your Dreams";"2017-05-05";"Pop";"Independent";0;"good"
"USUYG1334937";165;1651705;5;10;60;88,7;31,1;0;68;68,1;77,896;4,14685;20,2857142857143;0;784;32;4737926;509;3234224;9346015;80839757;869239;107675;"Busta Rhymes feat. Kendrick Lamar";"Look Over Your Shoulder (feat. Kendrick Lamar)";"2020-10-29";"HipHop/Rap";"Independent";0;"fair"
"NLG661800673";5485;1470336;42;1;45,3;55;48,8;0,000865;19,9;36,6;179,876;4,43391666666667;139,285714285714;0;54;43;1118369;44;210406;1286118;4932935;253746;0;"Broederliefde";"Spontaan";"2018-07-20";"HipHop/Rap";"Universal Music";0;"fair"
"FR96X1737585";329399;41696;1;1;64,8;48,1;9,64;0;22,1;69,1;75,028;3,01686666666667;176,285714285714;1;6;35;0;0;1474231;2416003;11306310;203729;2358;"Veysel";"Übernehmen";"2017-09-11";"HipHop/Rap";"Independent";0;"fair"
"ARG991001050";206769;242352;21;2;57,1;75,5;7,35;0;13,6;87,5;107,951;6,26688333333333;723,142857142857;1;728;67;0;981;0;2042527;10638405;301961;0;"Joe Arroyo";"La rebelion";"2007-05-12";"other";"Independent";0;"good"
"USAT21204583";3684;35220;1;1;55,7;32,2;2,75;0,02;9,85;19,9;75,985;3,31066666666667;439,714285714286;0;1404;40;0;6896;1063243;10631577;64226622;786503;48645;"Christina Perri";"merry christmas darling";"2012-10-12";"other";"Warner Music";0;"good"
"NOUM71700128";207870;2636552;74;1;63,5;80,7;5,4;0;8,72;56,7;154,994;2,99381666666667;207;0;273;42;0;0;245270;1261370;4731016;1637;0;"TIX feat. The Pøssy Project";"Skammekroken 2017";"2017-04-02";"Electro/Dance";"Universal Music";0;"fair"
