"isrc";"artist_id";"streams";"weeks_in_charts";"n_regions";"danceability";"energy";"speechiness";"instrumentalness";"liveness";"valence";"tempo";"song_length";"song_age";"explicit";"n_playlists";"sp_popularity";"youtube_views";"tiktok_counts";"ins_followers_artist";"monthly_listeners_artist";"playlist_total_reach_artist";"sp_fans_artist";"shazam_counts";"artistName";"trackName";"release_date";"genre";"label";"top10";"expert_rating"
"JPQ401100700";102771;162982;10;1;56;87,5;3,78;0;8,27;59,3;130,966;4,6068;489,571428571429;0;3;49;0;0;4321490;1241340;2380562;1891;18595;"ARASHI";"迷宮ラブソング";"2011-11-02";"other";"Independent";0;"good"
"QMEU31894160";778806;57082807;129;18;93,1;38,7;41,2;0;13,6;37,6;125,978;2,99008333333333;120,714285714286;0;6050;75;955376608;9882;23473798;11087894;41783500;614094;0;"6ix9ine feat. Nicki Minaj feat. Murda Beatz";"FEFE (feat. Nicki Minaj & Murda Beatz)";"2018-07-22";"HipHop/Rap";"Universal Music";1;"fair"
"MYUM81807106";217215;4516;1;1;63,4;73,6;4,36;0;7,09;67,9;106,087;2,58701666666667;136,285714285714;0;3;0;0;0;0;89394;58853;7217;3547;"Bunkface";"Kita Punya Malaysia";"2018-08-10";"Pop";"Universal Music";0;"poor"
"USUM71816007";197670;439787;2;1;62,1;77,9;40,6;0;4,79;43,2;90,722;3,95495;120,857142857143;0;830;0;1201812;16;1178952;5022227;27253215;46016;36201;"JID feat. A$AP Ferg";"Westbrook (with A$AP Ferg)";"2018-11-26";"HipHop/Rap";"Universal Music";0;"fair"
"DEDG61200236";2777;97021;2;1;55,9;92,8;24,6;0;30,7;62,1;80,112;2,70355;182,285714285714;0;192;48;11654902;4;0;1348310;3430707;976815;0;"Kollegah feat. Farid Bang";"Dynamit";"2012-11-30";"HipHop/Rap";"Independent";0;"excellent"
"NLG661800381";170948;71359;3;1;88,9;60;25,1;0,01;13;29,6;124,019;2,90151666666667;154,428571428571;0;75;34;0;0;37915;655856;4140715;36432;7112;"The Partysquad feat. Dj Punish feat. Lil Kleine feat. Sticks";"Vind Je Mooi";"2018-04-05";"HipHop/Rap";"Universal Music";0;"excellent"
"JPPO02001733";1333249;21445;1;1;56,8;91,8;4,32;0,24;3,69;87;94,984;3,61755;33,5714285714286;0;11;50;0;0;207218;2160602;2737777;3663;0;"ヨルシカ";"レプリカント";"2020-07-29";"Rock";"Universal Music";0;"fair"
"JPU902001862";274680;4247906;159;1;78,9;89,3;4,46;0;7,66;73,2;105,005;3,568;29,5714285714286;0;40;58;13271410;3;117650;522506;924690;121;0;"Creepy Nuts";"かつて天才だった俺たちへ";"2020-08-19";"HipHop/Rap";"Sony Music";0;"fair"
"IDUM71800039";1012965;10480;1;1;42;26,6;2,89;0,01;17,6;22,3;75,99;3,83678333333333;152,285714285714;0;2;33;0;2;357537;61061;41950;14;1593;"Maria Simorangkir";"Yang Terbaik";"2018-04-20";"Pop";"Universal Music";0;"excellent"
"SEUM70700044";162868;33244;1;1;77;80;3,33;0,2;19,4;80,8;116,175;3,264;741,857142857143;0;0;26;0;0;0;104760;688953;1879;0;"Sahara Hotnights";"Cheek to Cheek";"2007-02-06";"Pop";"Universal Music";0;"excellent"
"CLPP21900019";183340;412210;15;1;76,5;44,2;3,19;0,000146;11,5;36,9;100,046;3,32911666666667;61,2857142857143;0;60;53;0;0;495527;782953;5051813;84431;0;"Francisca Valenzuela";"Ya No Se Trata De Ti";"2020-01-17";"Pop";"Sony Music";0;"excellent"
"TW2151620001";77982;152625;51;1;48,1;84,9;3,35;0,000581;19,9;24,4;95,967;4,62445;225,285714285714;0;15;33;240;0;338761;592526;1922860;63;5995;"Waa Wei";"一萬個不回頭的方法";"2016-11-25";"Pop";"Sony Music";0;"fair"
"BRDIQ0500184";18268;34576;1;1;60,5;37;4,13;0,02;8,56;47,7;123,649;2,60133333333333;827,714285714286;0;25;48;0;0;12532;777183;1449529;231752;0;"Belchior feat. Gilvan de Oliveira";"A Palo Seco (feat. Gilvan de Oliveira)";"2015-11-11";"Pop";"Independent";0;"poor"
"ES5021701899";209597;22279;1;1;61,5;87,9;3,88;0;9,93;88,9;99,998;3,72733333333333;185,285714285714;0;72;43;3890111;0;48442;991702;5201700;44676;0;"Maldita Nerea feat. Leire Martinez";"Cuando Todas las Historias Se Acaban";"2017-09-01";"Pop";"Sony Music";0;"excellent"
"USWB11800211";773776;504359415;519;32;92,2;58,1;27;0,01;10,5;59,5;140,022;3,02105;162,285714285714;0;10624;76;69325;96600;2128191;4092622;23951749;8817;0;"BlocBoy JB feat. Drake";"Look Alive (feat. Drake)";"2018-02-09";"HipHop/Rap";"Warner Music";1;"excellent"
"QM3W71800013";726905;4810752;69;6;78;72,7;6,29;0;12;65,8;102,024;3,11755;154,285714285714;0;68;33;0;0;411997;89185;1911166;1108;0;"Yashua";"Silencio";"2018-04-06";"other";"Independent";0;"good"
"ITUM71900058";210068;317436;2;1;74,1;74,4;4,72;0;8,52;89,8;85,987;2,91026666666667;110,571428571429;0;235;59;95800880;15800;221977;1776888;5302905;50314;1089045;"Boomdabash";"Per Un Milione";"2019-02-06";"Pop";"Universal Music";0;"fair"
"GBKPL1824025";469359;156043;27;2;55,5;75,8;3,27;0;7,9;42,4;139,937;2,85833333333333;128,285714285714;1;5;16;0;0;2298;25784;204077;5;3241;"Spuds feat. Kuizz";"Okay";"2018-10-05";"Pop";"Independent";0;"fair"
"USSD11700088";308;104247495;344;15;74;87,9;10,5;0,01;9,28;94,8;103,71;3,78155;199,285714285714;0;3074;13;773943033;130900;70353798;37980220;259120938;9328717;2716731;"Shakira";"Me Enamoré";"2017-04-06";"Pop";"Sony Music";1;"excellent"
"TR0532013336";308080;227676;7;1;40,8;60;30,2;0;13;51,6;191,398;3,16843333333333;54,2857142857143;0;25;48;3469792;49;459104;884050;890303;75885;7037;"Can Bonomo";"Sen Bunları Duyma";"2020-03-06";"Rock";"Independent";0;"excellent"
"PLI291800014";473042;150764;10;1;78,9;75,2;24,3;0;17,3;47,4;137,859;2,86956666666667;157,285714285714;0;13;44;2442198;0;233300;714938;1009523;8207;778;"PRO8L3M";"Styl sportowy";"2018-03-15";"Pop";"Independent";0;"excellent"
"JPTO09904810";243363;10799;1;1;12,6;88,6;5,13;83,7;13;49,2;182,009;3,35333333333333;1130,28571428571;0;36;40;0;0;17267;82096;207637;214;2196;"Number Girl";"透明少女";"2004-04-01";"Rock";"Universal Music";0;"good"
"USUS11900091";306500;56514;8;1;61,5;74,2;5,89;0,000714;18,6;43,4;94,962;3,78946666666667;104,571428571429;0;20;28;0;0;17177;564438;3986493;1026;1343;"MYRNE feat. Sam Rui feat. Gentle Bones";"Call, Call Me (feat. Sam Rui & Gentle Bones)";"2019-03-20";"Electro/Dance";"Sony Music";0;"good"
"USUM71809917";4252;1185604;4;1;93,2;48,6;6,71;0;10,1;41,3;100,014;2,88155;137,285714285714;0;557;46;0;4;7093353;14206283;93293047;891795;77625;"YG feat. Ty Dolla $ign";"POWER (feat. Ty Dolla $ign)";"2018-08-03";"HipHop/Rap";"Universal Music";0;"excellent"
"IEACJ1800075";4732;6147;1;1;51,6;59,3;2,52;4,01;11,1;53;76,018;4,24733333333333;132,428571428571;0;0;0;3959430;0;1738757;17318906;110844260;1012194;24767;"Hozier";"Moment's Silence (Common Tongue)";"2018-09-06";"Rock";"Universal Music";0;"good"
"DEUM71723932";209090;663164;11;3;81,7;67,5;10,9;0;18,9;18,2;130,092;2,91133333333333;174,285714285714;0;37;39;2504043;0;1586001;4075957;14702728;190509;0;"Luciano";"Berlin Favela";"2017-10-27";"HipHop/Rap";"Universal Music";0;"poor"
"MYTP11700030";310824;1585128;291;1;65,8;71,9;10,2;0;10,4;65,1;159,905;3,85045;216,285714285714;0;31;38;0;0;402366;76112;58503;2281;26409;"Malique feat. Dayang Nurfaizah";"Pejamkan Mata (feat. Dayang Nurfaizah)";"2017-01-27";"HipHop/Rap";"Warner Music";0;"good"
"DECE71900868";120893;61806;7;1;76,5;43;14,1;0;11,1;50,8;85,005;3,14601666666667;66,2857142857143;1;10;36;14706695;51;0;842704;2636910;92167;0;"Mozzik";"Zemra Ime";"2019-12-13";"HipHop/Rap";"Universal Music";0;"good"
"JPC100800501";5658;6123;5;1;48,7;97;9,81;0,3;24,1;63,5;92,972;3,11533333333333;668,571428571429;0;10;27;0;0;1724619;2296830;2941638;82542;1578;"ONE OK ROCK";"100%(hundred percent)";"2010-10-21";"Pop";"Independent";0;"excellent"
"GBALB9200002";233;296375;10;3;52,6;76,3;3,41;0,01;35,9;51,4;136,205;3,586;1524,57142857143;0;56;74;3897649;0;343130;10509733;70313430;1611814;2759810;"The Cure";"Friday I'm In Love";"1992-01-01";"Rock";"Universal Music";0;"good"
"GBARL1901376";828207;4481990;56;1;75;48,6;29,9;0;18,3;59,1;98,048;2,42666666666667;67,2857142857143;1;33;46;0;0;1745090;3879630;20774378;86096;0;"Aitch feat. Shiva";"Taste (Make It Shake) (Remix feat. Shiva)";"2019-12-06";"HipHop/Rap";"Sony Music";0;"fair"
"SEBGA1803719";439974;22741;1;1;69,8;49;6,74;0;21,4;38,6;130,059;2,73576666666667;121,285714285714;0;56;39;0;0;68937;1368388;5455858;731;1212;"Newkid";"Mona Lisa";"2018-11-23";"HipHop/Rap";"Sony Music";0;"good"
"FR7U61900109";1395547;43685;1;1;66,6;40,9;44,8;0,00028;29,1;10,7;136,04;2,35578333333333;60,2857142857143;0;3;34;0;0;282841;270561;145580;140757;0;"Kodes";"Menzo";"2020-01-23";"HipHop/Rap";"Sony Music";0;"excellent"
"KRA382003510";215582;97347;9;3;58,2;77;4,06;0;19,8;34,8;135,008;3,02466666666667;29,5714285714286;1;219;63;22933271;0;3303816;917169;1923148;103799;32637;"KARD";"GUNSHOT";"2020-08-26";"Pop";"Independent";0;"poor"
"NOAJR1700011";207415;89293;7;1;58,5;55,9;4,06;0;11,8;29,5;127,981;3,5;204,285714285714;0;101;35;0;0;53614;376641;5559004;832;0;"Jesper Jenset";"Painkiller";"2017-04-21";"Pop";"Sony Music";0;"good"
"NLAM42000187";189215;767299;23;1;85,5;77,5;22,3;0;3,23;38;98,03;3,34751666666667;31,2857142857143;0;13;47;0;0;60145;403394;1496933;28114;1327;"Ismo feat. Nass feat. Riffi";"Combos";"2020-08-13";"Pop";"Independent";0;"fair"
"SEBGA1700449";4761;23847;2;1;64,2;63,9;2,77;0;8,08;24,8;108,014;3,80466666666667;176,571428571429;1;451;57;1500089;262;4026699;28827301;202701556;1910500;67928;"Kygo feat. JHart";"Permanent";"2017-10-27";"Electro/Dance";"Sony Music";0;"fair"
"DEXE62000116";45144;185200;2;1;57;89,9;9,22;0;9,62;80,2;176,745;1,9914;21,2857142857143;0;3;42;0;0;6679;1634398;3942231;143891;0;"Die Ärzte";"EINMAL EIN BIER";"2020-10-23";"Rock";"Independent";0;"poor"
"QMBZ92088650";215544;91685;2;1;88,3;59,2;34,9;0;10,6;75,8;121,125;3,0524;18,2857142857143;0;14;47;0;0;123896;722451;8976575;3093;0;"Cruz Cafuné";"VISIÓN TÚNEL";"2020-11-06";"HipHop/Rap";"Independent";0;"excellent"
"USUM72002989";3168;18201289;43;29;81,1;51,2;17;2,62;7,68;34,6;92,046;2,68646666666667;49,4285714285714;0;854;19;64076361;23500;217241770;46787523;342828324;4242024;271873;"Selena Gomez";"Boyfriend";"2020-04-09";"Pop";"Universal Music";1;"good"
"DKADG1800016";141879;9940;1;1;75,9;72,8;7,82;0;11,6;66,2;135,085;2,97333333333333;162,857142857143;0;9;11;0;0;1665;1101;9855;530;0;"Lasse Meling";"Unfound";"2018-01-23";"Pop";"Sony Music";0;"excellent"
"ITB001900365";1643904;3237150;35;1;40,1;89,1;28,5;0;9,93;53,7;173,128;2,18878333333333;89,2857142857143;0;8;40;0;0;400048;928237;1246333;19624;0;"MACHETE feat. Jack The Smoker feat. Nitro";"skit FREESTYLE - prod. Strage";"2019-07-05";"HipHop/Rap";"Sony Music";0;"fair"
"ES71G1835906";885221;47719;3;1;60,9;55,5;3,06;0,37;10,9;60,4;91,984;3,58155;153,285714285714;1;34;46;3740576;36;2720753;708595;6399584;991;7521;"Natalie Perez";"Lluvia";"2018-04-13";"Pop";"Independent";0;"good"
"USJAY1100032";1896;259094;12;4;67,1;93,9;16,1;0;29,8;52,9;129,023;4,20511666666667;509,285714285714;0;11192;81;814096116;5967;8275766;25608981;162889065;6453921;10514418;"Pitbull feat. Ne-Yo feat. Afrojack feat. Nayer";"Give Me Everything";"2011-04-08";"Pop";"Sony Music";0;"excellent"
"AUUM71800522";3880;10667;1;1;43;36;3,6;0;9,67;24,7;97,852;3,6101;133,285714285714;1;164;54;1096577;0;11417203;15086766;101086795;451085;10400;"Troye Sivan feat. Gordi";"Postcard (feat. Gordi)";"2018-08-31";"Pop";"Universal Music";0;"good"
"USUM72000796";236;7138222;13;18;76,9;81,1;22,8;0;4,51;76;155,081;2,95488333333333;61,2857142857143;0;432;62;0;199;31822725;39907197;138563136;13959972;0;"Eminem";"Little Engine";"2020-01-17";"HipHop/Rap";"Universal Music";0;"fair"
"USUM71709119";3167;126307;2;1;70,6;35,5;12,2;0;8,5;37,8;90,065;4,698;181,285714285714;0;367;35;4507301;33;100987427;30802774;227564261;6232394;82447;"Demi Lovato feat. Lil Wayne";"Lonely";"2017-08-26";"Pop";"Universal Music";0;"good"
"DEXW11900012";1384222;3389751;14;3;73,5;67,5;6,97;0;7,91;45,8;109,994;3,55533333333333;68,2857142857143;0;49;49;11911124;1120;990154;800406;5476648;151902;26890;"Fero47";"Désolé";"2019-11-29";"HipHop/Rap";"Sony Music";0;"excellent"
"SE5751853011";743286;3307322;132;1;84,1;59,7;30,1;0,01;8,69;69,3;100,097;3,04;121,285714285714;0;268;43;0;0;151511;545595;1405317;2616;8288;"Z.E feat. Jiggz feat. Thrife";"Gäller";"2018-08-31";"Pop";"Independent";0;"excellent"
"GB7TP2000260";217832;404265;7;1;80,9;72,7;9,67;0;12,8;81,1;140,062;2,78586666666667;46,2857142857143;0;109;54;0;116;395392;2106417;13808715;184808;39049;"Yxng Bane feat. K-Trap";"Are You Mad (feat. K-Trap)";"2020-04-27";"HipHop/Rap";"Warner Music";0;"good"
"DEQ021912447";209088;15565394;77;4;79,1;53,7;31;0,03;12,9;43,3;158,915;2,89641666666667;61,2857142857143;0;300;56;9326502;1276;1908880;3754792;12711608;352802;23804;"Ufo361 feat. Future";"Big Drip";"2020-01-17";"HipHop/Rap";"Independent";1;"good"
"USUG11901867";206846;930038;83;1;38,3;66,1;6,94;0,000156;10,9;16,3;143,511;3,78063333333333;76,2857142857143;0;59;51;0;25;681053;22837200;209448967;59898;14161;"Dermot Kennedy";"Dancing Under Red Skies";"2019-10-03";"Pop";"Universal Music";0;"good"
"DEQ121748538";209088;259180;5;1;87,3;56,6;8,71;0,000229;9,06;43,6;107,96;3,86433333333333;153,428571428571;0;646;57;39526788;644;1908880;3754792;12711608;352802;205014;"Ufo361";"Nice Girl 2.0";"2017-06-15";"HipHop/Rap";"Independent";0;"fair"
"FR96X1939115";1359481;2661314;77;1;60,7;87,8;5,42;0,35;25,8;57;109,988;3,99015;68,2857142857143;1;8;47;0;31;394613;1397421;1847123;9623;2810;"Hindia feat. Petra Sihombing";"Dehidrasi";"2019-09-27";"Pop";"Independent";0;"fair"
"FIWMA1700270";61321;10643;1;1;67,7;79,1;10,5;0,3;23,3;55,4;79,982;3,6661;173,285714285714;0;10;19;0;0;10558;46759;84363;667;0;"ILARI";"Molotov cocktail";"2017-11-24";"HipHop/Rap";"Warner Music";0;"good"
"FR9W12101939";3647464;119357;2;1;76,9;48,8;18;1,05;34,2;27,6;141,998;2,05911666666667;3,28571428571429;0;6;48;0;7;281325;1695564;4615427;59982;0;"Gazo";"MALAGANGX";"2021-02-25";"HipHop/Rap";"Sony Music";0;"good"
"DEXH31800010";444470;20283760;214;3;72,3;64,6;33,2;0,000933;25,6;16,4;172,399;3,06153333333333;88,2857142857143;0;406;52;0;0;1050825;2359212;14270365;128523;100998;"Shindy";"Nautilus";"2019-05-10";"HipHop/Rap";"Sony Music";1;"excellent"
"DKAXA9433401";207902;5662447;175;1;90,8;52,9;9,26;0;13,3;92,7;95,062;5,984;1398,57142857143;0;303;23;288133;0;0;10816;236519;450;19240;"Mc Einar";"Jul Det' Cool";"2007-12-12";"Pop";"Sony Music";0;"excellent"
"SE6A91900589";314386;59809;3;1;91,8;49,9;28;0;11;77,4;130,045;3,75248333333333;95,2857142857143;0;118;39;0;0;24948;115940;466806;460;0;"Abidaz feat. Rami";"Leva Life";"2019-05-23";"Pop";"Independent";0;"fair"
"JPTF00403301";1022796;2240342;269;1;60,1;51;2,59;0;12,4;38,2;105,016;5,36333333333333;808,571428571429;0;14;54;21595443;0;14514;1096085;1833121;1562;0;"Mr.Children";"Sign";"2014-10-03";"Pop";"Independent";0;"fair"
"FRX282037145";833150;301280;9;1;57,3;59,5;30;0;24,2;39,4;160,045;2,83125;32,2857142857143;1;5;48;0;0;113318;926857;1470137;55588;0;"Aspova";"Dur Dedik";"2020-08-07";"HipHop/Rap";"Independent";0;"excellent"
"SEBGA1700912";79644;562933;14;1;20,3;29,1;3,1;2,09;14,9;26,2;175,401;2,63288333333333;70,2857142857143;0;57;39;0;0;24488;494296;4504472;1638;0;"Albin Lee Meldau";"I'll Be Home for Christmas";"2019-10-31";"other";"Independent";0;"good"
"GBAHS1901369";4937;112647410;458;19;81,7;78,1;11,2;0,000521;12,3;35,9;104;3,61178333333333;66,2857142857143;0;2270;74;64782342;21600;0;9270128;61402190;714003;1960105;"Stormzy feat. Burna Boy feat. Ed Sheeran";"Own It (feat. Ed Sheeran & Burna Boy)";"2019-11-22";"HipHop/Rap";"Warner Music";1;"excellent"
"ESA011974578";1641686;10199689;68;1;69,8;77;13,2;0;9,57;28,8;100,102;4,2575;74,2857142857143;0;410;68;32641126;327;35069;2673210;10355279;2801;167115;"Chema Rivas";"Mil Tequilas";"2019-10-18";"Pop";"Independent";0;"fair"
"TWA471703005";458497;2542;1;1;64,7;54,9;7,96;0;15,9;32,9;129,842;3,27371666666667;202,285714285714;0;8;28;0;0;145676;375439;1071521;101;1769;"J.Sheon";"天菜";"2017-05-05";"Pop";"Sony Music";0;"poor"
"USUM71705794";213894;452417;88;1;58,4;66;2,48;0;41,1;46,5;127,328;3,76421666666667;186,285714285714;0;29;42;3382;0;143981;1674664;6131405;31453;0;"Picture This";"Smell Like Him";"2017-08-25";"Rock";"Universal Music";0;"good"
"JPU901702278";713385;191684;12;1;53,2;50,7;3,09;0,08;7,81;27,6;120,046;4,28778333333333;177,285714285714;0;5;32;0;0;450969;2257546;3595983;2670;864;"King Gnu";"Summer Rain Diver";"2017-10-19";"Pop";"Sony Music";0;"excellent"
"SEUM71900534";214920;29571;1;1;48,3;88,3;4,66;0,000407;41;66,9;149,976;3,20845;89,2857142857143;0;34;41;0;25;45018;838964;1930548;629;1618;"Emil Assergård";"Lova mig";"2019-07-05";"Pop";"Universal Music";0;"good"
"GBARL1800205";4994;7204671;99;2;66,9;82,4;7,81;0;33,6;48,2;103,114;3,1871;157,285714285714;0;209;46;2979145;0;283992;779940;2783369;29003;114072;"Yungen feat. Jess Glynne";"Mind On It (feat. Jess Glynne)";"2018-03-15";"HipHop/Rap";"Sony Music";0;"good"
"QZHN31978226";214781;789554;32;1;64;68,1;15,2;0;9,25;29,8;129,805;14,19785;80,2857142857143;0;126;56;0;463;0;754984;703981;191253;51130;"Şanışer feat. Kamufle feat. Mert Şenel feat. Mirac feat. Aga B feat. Defkhan feat. Aspova feat. Yeis Sensura feat. Sehabe feat. Deniz Tekin feat. Ozbi feat. Sokrat St feat. Tahribad-ı İsyan feat. Beta feat. Server Uraz feat. Hayki feat. Ados feat. Fuat";"Susamam";"2019-09-05";"Pop";"Independent";0;"excellent"
"SE2VK1700801";4989;9764459;204;2;76,6;83,3;4,46;0;8,02;93,9;138,037;2,86666666666667;162,142857142857;0;296;45;1171124;15500;848629;630680;1874494;14594;180165;"Margaret";"In My Cabana";"2018-02-10";"Pop";"Warner Music";0;"excellent"
"SEPQA1900007";214665;1588075;38;1;56,3;70,1;11,1;0;6,17;38,3;97,994;2,992;109,142857142857;0;71;34;0;0;0;11320;59294;37;1993;"Rebecka Karlsson";"Who I Am";"2019-02-18";"Pop";"Warner Music";0;"fair"
"SENAA2000303";1288;306504;7;1;46,2;64,9;5,49;0,000727;27,2;65;138,614;2,99221666666667;44,2857142857143;0;33;41;0;0;127970;688708;2985835;12639;0;"Håkan Hellström";"Studentfylleflaken";"2020-04-30";"Pop";"Warner Music";0;"poor"
"USUM72016340";2926;661828;2;2;70,3;71,7;23;0;28,5;41,7;77,016;3,45405;28,2857142857143;0;302;54;0;0;13131423;18859695;161971814;1446887;9260;"Big Sean feat. Young Thug feat. Hit-Boy";"Respect It (feat. Young Thug, and Hit-Boy)";"2020-09-04";"HipHop/Rap";"Universal Music";0;"good"
"QM3E21802135";4344;16383922;85;2;65,1;70,8;3,76;0;7,96;55,8;119,964;3,382;109,285714285714;0;521;43;12116245;527;2163495;12412215;96425370;237231;639465;"Florida Georgia Line";"Talk You Out Of It";"2018-07-06";"Country";"Universal Music";1;"excellent"
"GB2DY1900071";660193;390250;4;1;65,2;72,7;5,82;0;46,9;16,5;144,738;3,20043333333333;110;0;328;63;0;5030;259535;1964844;12736862;39534;178496;"D-Block Europe";"Kitchen Kings";"2019-02-10";"HipHop/Rap";"Universal Music";0;"fair"
"FI8PT1400119";207628;38987;3;1;44,3;19,7;2,67;94,4;13,4;64,8;91,767;2,946;1189,85714285714;0;7;31;0;42;0;1163108;8088224;6641;0;"Jean Sibelius feat. Polyteknikkojen Kuoro";"Jääkärimarssi";"2014-09-10";"Classics/Jazz";"Independent";0;"excellent"
"DEQ021802150";209088;57453;1;1;59,4;50,1;23,9;0,93;23,5;13,6;122,905;3,08471666666667;135,428571428571;0;31;46;0;271;1908880;3754792;12711608;352802;0;"Ufo361";"Wo bist du";"2018-08-17";"HipHop/Rap";"Independent";0;"fair"
"NLG662000439";213104;66906;3;1;51,1;47,9;13,3;0,42;13,3;19,5;89,608;4,0209;42,4285714285714;0;17;44;0;5;146558;1048926;4496575;3875;0;"Yade Lauren feat. Jonna Fraser";"Str8 Up";"2020-05-28";"HipHop/Rap";"Universal Music";0;"fair"
"QM4TX1944918";1929;23984;1;1;75,4;79,3;4,58;0;12,3;67;92,002;3,56821666666667;106,285714285714;0;136;47;0;72;11782986;13702479;92467743;1416219;42733;"Yandel";"Que No Acabe";"2019-03-08";"other";"Independent";0;"excellent"
"NLE3T1400067";4461;1066928;41;1;65,9;57,7;3,32;0;9,39;59,3;126,824;2,63221666666667;285,571428571429;0;171;47;0;0;24412;4463421;29606751;51326;10360;"Matt Simons";"Lose Control - Acoustic Version";"2016-10-01";"Electro/Dance";"Universal Music";0;"excellent"
"USA2P1851304";2468;38407;2;1;68,9;81,4;4,86;0;16,3;47,5;100,004;2,4801;138,285714285714;0;44;33;47233;0;126314;1517012;8367152;683491;0;"Gyptian";"Look Good";"2018-07-27";"Reggae";"Independent";0;"fair"
"USSD12000497";224838;86177;1;2;76,2;89,2;18,9;0,000619;10,7;51,4;179,971;3,82221666666667;18,2857142857143;0;66;61;0;125;7152087;34092732;228274494;731114;12332;"Rauw Alejandro feat. Wisin & Yandel feat. Mr. Naisgai";"No Te Creo";"2020-11-12";"other";"Sony Music";0;"excellent"
"DKUM71900502";317429;8551;1;1;77,6;54,7;4,16;0;35,3;44,4;112,003;3,66453333333333;55,2857142857143;0;21;36;534908;0;22184;175235;794744;4147;716;"Xander feat. Jamaika";"Hvil I Fred (feat. Jamaika)";"2019-10-25";"R&B";"Universal Music";0;"excellent"
"TRAZY1700033";492839;750584;95;1;34,1;20,6;4,57;0,03;13,2;25;178,446;3,89133333333333;203,428571428571;0;17;37;14118980;464;407862;437923;1561265;52357;33679;"Manuş Baba";"Derin Derin Sevdalara Dalarsın";"2017-04-27";"Pop";"Independent";0;"excellent"
"USDHM1705490";299102;37812;12;1;69,4;64;19,6;21,9;13,6;61,8;125,041;3,26341666666667;209,285714285714;0;26;30;0;0;0;219345;665812;5905;5259;"Slow J";"Casa";"2017-03-19";"Pop";"Independent";0;"good"
"ITDF41900019";650268;342696;7;1;94,4;66,1;5,56;0;28,4;96,3;133,114;2,93731666666667;101,285714285714;0;7;27;0;0;125410;177013;388522;356;0;"Priestess feat. MadMan";"Chef (feat. Madman)";"2019-04-12";"HipHop/Rap";"Universal Music";0;"fair"
"USSD11600146";4679;13803224;110;6;75,1;74,2;12;0;9,46;85;173,941;3,644;247,285714285714;0;971;52;0;0;57493327;33813770;237805823;6768476;0;"Maluma feat. Yandel";"El Perdedor - The Remix";"2016-06-24";"Pop";"Sony Music";1;"excellent"
"USAT21801041";2260;9966210;32;18;49,1;86,7;10,3;0;45,8;60,2;167,965;3,15311666666667;156,571428571429;0;1281;29;50575909;1994;4690546;19983649;117283662;1178456;0;"Panic! At The Disco";"Say Amen (Saturday Night)";"2018-03-21";"Rock";"Warner Music";0;"good"
"BEEO72000006";497655;131887;3;2;82,5;45,5;18,3;0;12,2;62,1;77,991;3,53911666666667;49,4285714285714;0;8;46;0;0;0;476915;589352;112018;0;"Caballero & JeanJass feat. ICO";"Tout s’arrête";"2020-04-09";"HipHop/Rap";"Universal Music";0;"excellent"
"GBAHT1900589";647122;339143;5;2;46,1;89,2;3,97;0,01;12,6;57,3;129,999;3,34851666666667;78,2857142857143;0;123;52;1854346;214;1438124;1290532;10241193;88632;61465;"Liam Gallagher";"Now That I've Found You";"2019-09-20";"Rock";"Warner Music";0;"fair"
"NO6QK1802011";1357292;4995162;185;1;56,1;54,5;2,86;0,01;8,17;19,6;135,122;3,41025;122,285714285714;0;239;50;0;4149;11583;833652;3935208;502;114266;"Emma Steinbakken";"Not Gonna Cry";"2018-11-16";"Pop";"Sony Music";0;"good"
"TWI431300201";250499;2310;1;1;73,2;25,9;3,53;0,02;11,4;19,5;120,011;3,564;402,857142857143;0;0;3;0;0;0;3203;903;0;0;"管罄";"我是白色的";"2013-07-01";"other";"Independent";0;"good"
"DELV41900456";405328;698899;7;3;68,5;88,5;21,1;0;17,9;62,9;144,05;3,64505;76,2857142857143;0;33;43;0;39;108185;1800097;4140776;361873;0;"Seeed feat. Nura";"Sie Is Geladen (feat. Nura)";"2019-10-04";"Pop";"Warner Music";0;"excellent"
"HKD251800035";153853;2289;1;1;62,7;52,3;3,51;0;10,2;36,5;112,736;4,06431666666667;139,428571428571;0;11;27;0;0;675332;561924;1092922;809;0;"Hins Cheung";"潛水";"2018-07-12";"Pop";"Independent";0;"masterpiece"
"ITDF41900011";210173;1119302;15;1;83,8;78,7;26,8;0;7,86;53,5;154,951;2,13181666666667;111,285714285714;0;4;38;462944;0;703;1121363;1707376;85787;0;"MadMan feat. Nacho";"Comodino (feat. Nacho)";"2019-02-01";"HipHop/Rap";"Universal Music";0;"good"
"DEZC62170634";1010295;105408;1;1;64,6;57,1;10,1;0;13,4;17,8;112,001;4;3,28571428571429;0;26;59;0;22;119796;967652;4212457;8261;0;"Edo Saiya";"Kinofilm";"2021-02-26";"HipHop/Rap";"Independent";0;"fair"
"FIWMA1800207";189149;68268;7;1;52;77,4;4,12;0;33,9;87,4;139,916;2,91653333333333;147,285714285714;0;4;19;0;0;10374;29004;128323;360;0;"Elias Gould";"Kipinä";"2018-05-25";"Rock";"Warner Music";0;"excellent"
"MYHV11601755";217756;3145597;395;2;49,4;40;2,66;0,00095;38;15,8;135,639;3,81443333333333;226,285714285714;0;50;44;0;835;2903517;100550;263506;1442;42437;"Wany Hasrita";"Menahan Rindu";"2016-12-23";"Pop";"Independent";0;"good"
